element1,element2,element3,element4,M,TC,R,heakey
Tc,Pd,Ta,Ir,0.0,0.0,74.96356999999999,43467377
Tc,Pd,Ta,Pt,0.0,0.0,82.65264,43467378
Tc,Pd,Ta,Au,0.0,0.0,98.60363,43467379
Tc,Pd,Ta,Hg,0.0,0.0,122.05044,43467380
Tc,Pd,Ta,Tl,0.0,0.0,146.55393999999998,43467381
Tc,Pd,Ta,Pb,0.0,0.0,139.11593,43467382
Tc,Pd,Ta,Bi,0.0,0.0,130.31108,43467383
Tc,Pd,W,Re,0.0,0.0,60.81221,43467475
Tc,Pd,W,Os,0.0,0.0,59.045280000000005,43467476
Tc,Pd,W,Ir,0.0,0.0,62.06656,43467477
Tc,Pd,W,Pt,0.0,0.0,71.74996999999999,43467478
Tc,Pd,W,Au,0.0,0.0,92.07428,43467479
Tc,Pd,W,Hg,0.0,0.0,124.53582,43467480
Tc,Pd,W,Tl,0.0,0.0,139.80753,43467481
Tc,Pd,W,Pb,0.0,0.0,129.8802,43467482
Tc,Pd,W,Bi,0.0,0.0,121.56517,43467483
Tc,Pd,Re,Os,0.0,0.0,46.11105,43467576
Tc,Pd,Re,Ir,0.0,0.0,48.76427,43467577
Tc,Pd,Re,Pt,0.0,0.0,60.070040000000006,43467578
Tc,Pd,Re,Au,0.0,0.0,84.39734,43467579
Tc,Pd,Re,Hg,0.0,0.0,116.52374,43467580
Tc,Pd,Re,Tl,0.0,0.0,128.95134,43467581
Tc,Pd,Re,Pb,0.0,0.0,118.96604,43467582
Tc,Pd,Re,Bi,0.0,0.0,112.10891,43467583
Tc,Pd,Os,Ir,0.0,0.0,39.87102,43467677
Tc,Pd,Os,Pt,0.0,0.0,49.76441,43467678
Tc,Pd,Os,Au,0.0,0.0,75.68831,43467679
Tc,Pd,Os,Hg,0.0,0.0,104.35498,43467680
Tc,Pd,Os,Tl,0.0,0.0,116.72028,43467681
Tc,Pd,Os,Pb,0.0,0.0,108.6997,43467682
Tc,Pd,Os,Bi,0.0,0.0,103.47447,43467683
Tc,Pd,Ir,Pt,0.0,0.0,42.97118,43467778
Tc,Pd,Ir,Au,0.0,0.0,67.27904000000001,43467779
Tc,Pd,Ir,Hg,0.0,0.0,96.72089,43467780
Tc,Pd,Ir,Tl,0.0,0.0,108.38614,43467781
Tc,Pd,Ir,Pb,0.0,0.0,104.60805,43467782
Tc,Pd,Ir,Bi,0.0,0.0,100.44122,43467783
Tc,Pd,Pt,Au,0.0,0.0,69.83143000000001,43467879
Tc,Pd,Pt,Hg,0.0,0.0,100.93718,43467880
Tc,Pd,Pt,Tl,0.0,0.0,117.8179,43467881
Tc,Pd,Pt,Pb,0.0,0.0,116.54832,43467882
Tc,Pd,Pt,Bi,0.0001,0.0,112.7196,43467883
Tc,Pd,Au,Hg,0.0,0.0,125.32463,43467980
Tc,Pd,Au,Tl,0.0,0.0,139.29613999999998,43467981
Tc,Pd,Au,Pb,0.0,0.0,134.35343,43467982
Tc,Pd,Au,Bi,0.0,0.0,129.27331,43467983
Tc,Pd,Hg,Tl,0.0,0.0,149.60516,43468081
Tc,Pd,Hg,Pb,0.0,0.0,140.24011000000002,43468082
Tc,Pd,Hg,Bi,0.0,0.0,133.51978,43468083
Tc,Pd,Tl,Pb,0.4589999999999999,3.158,132.11856,43468182
Tc,Pd,Tl,Bi,0.0,0.0,127.38053,43468183
Tc,Pd,Pb,Bi,0.0,0.0,119.435,43468283
Tc,Ag,Cd,In,0.0,0.0,178.51468,43474849
Tc,Ag,Cd,Sn,0.0,0.0,156.07527,43474850
Tc,Ag,Cd,Hf,0.0,0.0,140.49867,43474872
Tc,Ag,Cd,Ta,0.0,0.0,142.76668999999998,43474873
Tc,Ag,Cd,W,0.0,0.0,153.2964,43474874
Tc,Ag,Cd,Re,0.0,0.0,149.11936,43474875
Tc,Ag,Cd,Os,0.0,0.0,139.59631000000002,43474876
Tc,Ag,Cd,Ir,0.0,0.0,129.21627,43474877
Tc,Ag,Cd,Pt,0.0,0.0,132.89921,43474878
Tc,Ag,Cd,Au,0.0,0.0,150.93022,43474879
Tc,Ag,Cd,Hg,0.0,0.0,168.19804,43474880
Tc,Ag,Cd,Tl,0.0,0.0,163.80284,43474881
Tc,Ag,Cd,Pb,0.0,0.0,151.3375,43474882
Tc,Ag,Cd,Bi,0.0,0.0,145.51948000000002,43474883
Tc,Ag,In,Sn,0.0,0.0,137.86967,43474950
Tc,Ag,In,Hf,0.0,0.0,174.32782,43474972
Tc,Ag,In,Ta,0.0,0.0,173.79171000000002,43474973
Tc,Ag,In,W,0.0,0.0,171.41116,43474974
Tc,Ag,In,Re,0.0,0.0,163.65583,43474975
Tc,Ag,In,Os,0.0,0.0,152.8903,43474976
Tc,Ag,In,Ir,0.0,0.0,143.59038,43474977
Tc,Ag,In,Pt,0.0,0.0,149.96491,43474978
Tc,Ag,In,Au,0.0,0.0,164.86956,43474979
Tc,Ag,In,Hg,0.0,0.0,167.90238,43474980
Tc,Ag,In,Tl,0.0,0.0,151.3867,43474981
Tc,Ag,In,Pb,0.0,0.0,138.80608999999998,43474982
Tc,Ag,In,Bi,0.0,0.0,134.14049,43474983
Tc,Ag,Sn,Hf,0.0,0.0,167.30293999999998,43475072
Tc,Ag,Sn,Ta,0.0,0.0,163.89966,43475073
Tc,Ag,Sn,W,0.0,0.0,157.80142,43475074
Tc,Ag,Sn,Re,0.0,0.0,148.30986,43475075
Tc,Ag,Sn,Os,0.0,0.0,137.91331,43475076
Tc,Ag,Sn,Ir,0.0,0.0,133.31191,43475077
Tc,Ag,Sn,Pt,0.0,0.0,142.83109,43475078
Tc,Ag,Sn,Au,0.0,0.0,151.98068999999998,43475079
Tc,Ag,Sn,Hg,0.0,0.0,146.62672,43475080
Tc,Ag,Sn,Tl,0.0,0.0,133.24673,43475081
Tc,Ag,Sn,Pb,0.2816,0.0,123.24869,43475082
Tc,Ag,Sn,Bi,0.0,0.0,120.22848,43475083
Tc,Ag,Hf,Ta,0.0,0.0,102.63837,43477273
Tc,Ag,Hf,W,0.0,0.0,103.17927,43477274
Tc,Ag,Hf,Re,0.0,0.0,104.22555,43477275
Tc,Ag,Hf,Os,0.0,0.0,104.65048,43477276
Tc,Ag,Hf,Ir,0.0,0.0,107.36765,43477277
Tc,Ag,Hf,Pt,0.0,0.0,114.30979,43477278
Tc,Ag,Hf,Au,0.0,0.0,124.17494,43477279
Tc,Ag,Hf,Hg,0.0,0.0,144.98753,43477280
Tc,Ag,Hf,Tl,0.0,0.0,168.1406,43477281
Tc,Ag,Hf,Pb,0.0,0.0,159.02043,43477282
Tc,Ag,Hf,Bi,0.0,0.0,149.83611000000002,43477283
Tc,Ag,Ta,W,0.0,0.0,93.46611,43477374
Tc,Ag,Ta,Re,0.0,0.0,92.6055,43477375
Tc,Ag,Ta,Os,0.0,0.0,92.16936,43477376
Tc,Ag,Ta,Ir,0.0,0.0,94.23153,43477377
Tc,Ag,Ta,Pt,0.0,0.0,100.79421,43477378
Tc,Ag,Ta,Au,0.0,0.0,114.79289,43477379
Tc,Ag,Ta,Hg,0.0,0.0,148.45181000000002,43477380
Tc,Ag,Ta,Tl,0.0,0.0,167.14773,43477381
Tc,Ag,Ta,Pb,0.0,0.0,153.85257,43477382
Tc,Ag,Ta,Bi,0.0,0.0,142.80434,43477383
Tc,Ag,W,Re,0.0,0.0,85.71078,43477475
Tc,Ag,W,Os,0.0,0.0,83.44008000000001,43477476
Tc,Ag,W,Ir,0.0,0.0,85.72134,43477477
Tc,Ag,W,Pt,0.0,0.0,94.45535,43477478
Tc,Ag,W,Au,0.0,0.0,115.19494,43477479
Tc,Ag,W,Hg,0.0,0.0,151.83119,43477480
Tc,Ag,W,Tl,0.0,0.0,163.01617,43477481
Tc,Ag,W,Pb,0.0,0.0,148.51203999999998,43477482
Tc,Ag,W,Bi,0.0,0.0,135.60575,43477483
Tc,Ag,Re,Os,0.0,0.0,75.03514,43477576
Tc,Ag,Re,Ir,0.0,0.0,77.62735,43477577
Tc,Ag,Re,Pt,0.0,0.0,87.78596,43477578
Tc,Ag,Re,Au,0.0,0.0,114.61388,43477579
Tc,Ag,Re,Hg,0.0,0.0,144.20764,43477580
Tc,Ag,Re,Tl,0.0,0.0,153.3373,43477581
Tc,Ag,Re,Pb,0.0,0.0,137.14542,43477582
Tc,Ag,Re,Bi,0.0,0.0,128.00423999999998,43477583
Tc,Ag,Os,Ir,0.0,0.0,70.2395,43477677
Tc,Ag,Os,Pt,0.0,0.0,79.39232,43477678
Tc,Ag,Os,Au,0.0,0.0,106.21003,43477679
Tc,Ag,Os,Hg,0.0,0.0,132.81124,43477680
Tc,Ag,Os,Tl,0.0,0.0,141.85064,43477681
Tc,Ag,Os,Pb,0.0,0.0,128.4276,43477682
Tc,Ag,Os,Bi,0.0,0.0,120.94329,43477683
Tc,Ag,Ir,Pt,0.0,0.0,71.78101,43477778
Tc,Ag,Ir,Au,0.0,0.0,93.79935,43477779
Tc,Ag,Ir,Hg,0.0,0.0,125.6629,43477780
Tc,Ag,Ir,Tl,0.0,0.0,133.86673000000002,43477781
Tc,Ag,Ir,Pb,0.0,0.0,124.89242,43477782
Tc,Ag,Ir,Bi,0.0,0.0,118.82061000000002,43477783
Tc,Ag,Pt,Au,0.0,0.0,96.05172,43477879
Tc,Ag,Pt,Hg,0.0,0.0,129.80612,43477880
Tc,Ag,Pt,Tl,0.0,0.0,141.86633,43477881
Tc,Ag,Pt,Pb,0.0,0.0,135.23847,43477882
Tc,Ag,Pt,Bi,0.0,0.0,127.48044,43477883
Tc,Ag,Au,Hg,0.0,0.0,148.16196000000002,43477980
Tc,Ag,Au,Tl,0.0,0.0,154.83836000000002,43477981
Tc,Ag,Au,Pb,0.0,0.0,145.82321000000002,43477982
Tc,Ag,Au,Bi,0.0,0.0,140.28783,43477983
Tc,Ag,Hg,Tl,0.0,0.0,156.74991,43478081
Tc,Ag,Hg,Pb,0.0,0.0,145.23988,43478082
Tc,Ag,Hg,Bi,0.0,0.0,140.17276,43478083
Tc,Ag,Tl,Pb,0.0,0.0,135.08049,43478182
Tc,Ag,Tl,Bi,0.0,0.0,132.60388999999998,43478183
Tc,Ag,Pb,Bi,0.5839,7.817,116.99506,43478283
Tc,Cd,In,Sn,0.0,0.0,126.35084,43484950
Tc,Cd,In,Hf,0.0,0.0,190.14945,43484972
Tc,Cd,In,Ta,0.0,0.0,190.56746,43484973
Tc,Cd,In,W,0.0,0.0,185.98855,43484974
Tc,Cd,In,Re,0.0,0.0,177.35054,43484975
Tc,Cd,In,Os,0.0,0.0,166.14557,43484976
Tc,Cd,In,Ir,0.0,0.0,157.23237,43484977
Tc,Cd,In,Pt,0.0,0.0,163.94291,43484978
Tc,Cd,In,Au,0.0,0.0,171.96513000000002,43484979
Tc,Cd,In,Hg,0.0,0.0,159.1466,43484980
Tc,Cd,In,Tl,0.0,0.0,139.37874,43484981
Al,Rh,Pd,In,0.0,0.0,106.48593,13454649
Al,Rh,Pd,Sn,0.0,0.0,107.43835,13454650
Al,Rh,Pd,Hf,0.0,0.0,142.80003,13454672
Al,Rh,Pd,Ta,0.0,0.0,131.46385,13454673
Al,Rh,Pd,W,0.0,0.0,126.83257,13454674
Al,Rh,Pd,Re,0.0,0.0,118.91355,13454675
Al,Rh,Pd,Os,0.0,0.0,104.87418999999998,13454676
Al,Rh,Pd,Ir,0.0,0.0,84.34974,13454677
Al,Rh,Pd,Pt,0.0,0.0,74.57773,13454678
Al,Rh,Pd,Au,0.0,0.0,87.97103,13454679
Al,Rh,Pd,Hg,0.0,0.0,98.78023,13454680
Al,Rh,Pd,Tl,0.0,0.0,111.02599,13454681
Al,Rh,Pd,Pb,0.0,0.0,111.73653,13454682
Al,Rh,Pd,Bi,0.0,0.0,111.47238,13454683
Al,Rh,Ag,Cd,0.0,0.0,102.10234,13454748
Al,Rh,Ag,In,0.0,0.0,101.2751,13454749
Al,Rh,Ag,Sn,0.0,0.0,98.35252,13454750
Al,Rh,Ag,Hf,0.0,0.0,153.86556000000002,13454772
Al,Rh,Ag,Ta,0.0,0.0,150.15568000000002,13454773
Al,Rh,Ag,W,0.0,0.0,149.66662,13454774
Al,Rh,Ag,Re,0.0,0.0,144.6838,13454775
Al,Rh,Ag,Os,0.0,0.0,132.80822,13454776
Al,Rh,Ag,Ir,0.0,0.0,112.01024,13454777
Al,Rh,Ag,Pt,0.0,0.0,95.60317,13454778
Al,Rh,Ag,Au,0.0,0.0,93.48691,13454779
Al,Rh,Ag,Hg,0.0,0.0,98.23837,13454780
Al,Rh,Ag,Tl,0.0,0.0,106.68608,13454781
Al,Rh,Ag,Pb,0.0,0.0,105.11356,13454782
Al,Rh,Ag,Bi,0.0,0.0,109.60257,13454783
Al,Rh,Cd,In,0.0,0.0,83.39012,13454849
Al,Rh,Cd,Sn,0.0,0.0,82.82433,13454850
Al,Rh,Cd,Hf,0.0,0.0,163.22456,13454872
Al,Rh,Cd,Ta,0.0,0.0,165.35735,13454873
Al,Rh,Cd,W,0.0,0.0,166.69365,13454874
Al,Rh,Cd,Re,0.0,0.0,163.25405,13454875
Al,Rh,Cd,Os,0.0,0.0,151.69668,13454876
Al,Rh,Cd,Ir,0.0,0.0,126.56231,13454877
Tc,Cd,In,Pb,0.0,0.0,129.39616999999998,43484982
Tc,Cd,In,Bi,0.0,0.0,125.9568,43484983
Tc,Cd,Sn,Hf,0.0,0.0,168.76003,43485072
Tc,Cd,Sn,Ta,0.0,0.0,165.9496,43485073
Tc,Cd,Sn,W,0.0,0.0,158.25302,43485074
Tc,Cd,Sn,Re,0.0,0.0,149.11112,43485075
Tc,Cd,Sn,Os,0.0,0.0,140.00921,43485076
Tc,Cd,Sn,Ir,0.0,0.0,137.30218,43485077
Tc,Cd,Sn,Pt,0.0,0.0,145.09286,43485078
Tc,Cd,Sn,Au,0.0,0.0,147.65026,43485079
Tc,Cd,Sn,Hg,0.0,0.0,136.05608999999998,43485080
Tc,Cd,Sn,Tl,0.0,0.0,124.55955,43485081
Tc,Cd,Sn,Pb,0.0,0.0,116.75162,43485082
Tc,Cd,Sn,Bi,0.0,0.0,113.17174,43485083
Tc,Cd,Hf,Ta,0.0,0.0,118.49875,43487273
Tc,Cd,Hf,W,0.0,0.0,126.6802,43487274
Tc,Cd,Hf,Re,0.0,0.0,131.88543,43487275
Tc,Cd,Hf,Os,0.0,0.0,131.26162,43487276
Tc,Cd,Hf,Ir,0.0,0.0,127.86125,43487277
Tc,Cd,Hf,Pt,0.0,0.0,131.18534,43487278
Tc,Cd,Hf,Au,0.0,0.0,148.27486000000002,43487279
Tc,Cd,Hf,Hg,0.0,0.0,176.8731,43487280
Tc,Cd,Hf,Tl,0.0,0.0,177.0571,43487281
Tc,Cd,Hf,Pb,0.0,0.0,160.59509,43487282
Tc,Cd,Hf,Bi,0.0,0.0,150.06739,43487283
Tc,Cd,Ta,W,0.0,0.0,128.36666,43487374
Tc,Cd,Ta,Re,0.0,0.0,134.74584,43487375
Tc,Cd,Ta,Os,0.0,0.0,131.19526000000002,43487376
Tc,Cd,Ta,Ir,0.0,0.0,125.24262,43487377
Tc,Cd,Ta,Pt,0.0,0.0,130.64988,43487378
Tc,Cd,Ta,Au,0.0,0.0,152.68198,43487379
Tc,Cd,Ta,Hg,0.0,0.0,177.66714,43487380
Tc,Cd,Ta,Tl,0.0,0.0,176.3919,43487381
Tc,Cd,Ta,Pb,0.0,0.0,156.46336000000002,43487382
Tc,Cd,Ta,Bi,0.0,0.0,144.08321999999998,43487383
Tc,Cd,W,Re,0.0,0.0,125.22363,43487475
Tc,Cd,W,Os,0.0,0.0,114.94973,43487476
Tc,Cd,W,Ir,0.0,0.0,115.60248,43487477
Tc,Cd,W,Pt,0.0,0.0,128.32756,43487478
Tc,Cd,W,Au,0.0,0.0,151.77636,43487479
Tc,Cd,W,Hg,0.0,0.0,175.02071999999998,43487480
Tc,Cd,W,Tl,0.0,0.0,169.5039,43487481
Tc,Cd,W,Pb,0.0,0.0,147.8006,43487482
Tc,Cd,W,Bi,0.0,0.0,137.65608,43487483
Tc,Cd,Re,Os,0.0,0.0,98.25409,43487576
Tc,Cd,Re,Ir,0.0,0.0,102.779,43487577
Tc,Cd,Re,Pt,0.0,0.0,117.96729,43487578
Tc,Cd,Re,Au,0.0,0.0,143.19417,43487579
Tc,Cd,Re,Hg,0.0,0.0,166.20061,43487580
Tc,Cd,Re,Tl,0.0,0.0,159.6511,43487581
Tc,Cd,Re,Pb,0.0,0.0,141.16439,43487582
Tc,Cd,Re,Bi,0.0,0.0,131.68414,43487583
Tc,Cd,Os,Ir,0.0,0.0,93.19889,43487677
Tc,Cd,Os,Pt,0.0,0.0,105.99814,43487678
Tc,Cd,Os,Au,0.0,0.0,132.14208,43487679
Tc,Cd,Os,Hg,0.0,0.0,155.87644,43487680
Tc,Cd,Os,Tl,0.0,0.0,148.38749,43487681
Tc,Cd,Os,Pb,0.0,0.0,133.75156,43487682
Tc,Cd,Os,Bi,0.0,0.0,125.755,43487683
Tc,Cd,Ir,Pt,0.0,0.0,96.67584,43487778
Tc,Cd,Ir,Au,0.0,0.0,122.43119,43487779
Tc,Cd,Ir,Hg,0.0,0.0,146.26363999999998,43487780
Tc,Cd,Ir,Tl,0.0,0.0,142.34937,43487781
Tc,Cd,Ir,Pb,0.0,0.0,130.93733999999998,43487782
Tc,Cd,Ir,Bi,0.0,0.0,123.79942,43487783
Tc,Cd,Pt,Au,0.0,0.0,128.03697,43487879
Tc,Cd,Pt,Hg,0.0,0.0,151.55077,43487880
Tc,Cd,Pt,Tl,0.0,0.0,151.23953999999998,43487881
Tc,Cd,Pt,Pb,0.0,0.0,139.90022,43487882
Tc,Cd,Pt,Bi,0.4022,1.599,128.38027,43487883
Tc,Cd,Au,Hg,0.0,0.0,165.19172,43487980
Tc,Cd,Au,Tl,0.0,0.0,157.66492,43487981
Tc,Cd,Au,Pb,0.0,0.0,145.09855,43487982
Tc,Cd,Au,Bi,0.0,0.0,139.39376,43487983
Tc,Cd,Hg,Tl,0.0,0.0,148.42783,43488081
Tc,Cd,Hg,Pb,0.0,0.0,138.83151,43488082
Tc,Cd,Hg,Bi,0.5172,29.796,122.95877,43488083
Tc,Cd,Tl,Pb,0.0,0.0,127.29891,43488182
Tc,Cd,Tl,Bi,0.0,0.0,125.64184,43488183
Tc,Cd,Pb,Bi,0.0,0.0,117.36356,43488283
Tc,In,Sn,Hf,0.0,0.0,148.77838,43495072
Tc,In,Sn,Ta,0.0,0.0,145.2451,43495073
Tc,In,Sn,W,0.0,0.0,137.33362,43495074
Tc,In,Sn,Re,0.0,0.0,130.16135,43495075
Tc,In,Sn,Os,0.0,0.0,123.72042,43495076
Tc,In,Sn,Ir,0.0,0.0,123.24959,43495077
Tc,In,Sn,Pt,0.0,0.0,131.33982,43495078
Tc,In,Sn,Au,0.0,0.0,129.83392,43495079
Tc,In,Sn,Hg,0.0,0.0,118.87001,43495080
Tc,In,Sn,Tl,0.0,0.0,110.47528,43495081
Tc,In,Sn,Pb,0.0,0.0,104.50303,43495082
Tc,In,Sn,Bi,0.0,0.0,98.12395,43495083
Tc,In,Hf,Ta,0.0,0.0,168.02503000000002,43497273
Tc,In,Hf,W,0.0,0.0,177.21542,43497274
Tc,In,Hf,Re,0.0,0.0,171.30982,43497275
Tc,In,Hf,Os,0.0,0.0,159.17636000000002,43497276
Tc,In,Hf,Ir,0.0,0.0,150.66747,43497277
Tc,In,Hf,Pt,0.0,0.0,156.41203000000002,43497278
Tc,In,Hf,Au,0.0,0.0,170.87001999999998,43497279
Tc,In,Hf,Hg,0.0,0.0,179.75575,43497280
Tc,In,Hf,Tl,0.0,0.0,162.51765,43497281
Tc,In,Hf,Pb,0.0,0.0,146.95987,43497282
Tc,In,Hf,Bi,0.0,0.0,137.23924,43497283
Tc,In,Ta,W,0.0,0.0,165.92127,43497374
Tc,In,Ta,Re,0.0,0.0,149.40926000000002,43497375
Tc,In,Ta,Os,0.0,0.0,136.96735,43497376
Tc,In,Ta,Ir,0.0,0.0,134.66459,43497377
Tc,In,Ta,Pt,0.0,0.0,148.25098,43497378
Tc,In,Ta,Au,0.0,0.0,167.56863,43497379
Tc,In,Ta,Hg,0.0,0.0,182.29469,43497380
Tc,In,Ta,Tl,0.0,0.0,160.90831,43497381
Tc,In,Ta,Pb,0.0,0.0,142.92959,43497382
Tc,In,Ta,Bi,0.0,0.0,132.53623000000002,43497383
Tc,In,W,Re,0.0,0.0,123.24477,43497475
Tc,In,W,Os,0.0,0.0,115.12386,43497476
Tc,In,W,Ir,0.0,0.0,120.00825,43497477
Tc,In,W,Pt,0.0,0.0,137.89961,43497478
Tc,In,W,Au,0.0,0.0,162.13419,43497479
Tc,In,W,Hg,0.0,0.0,174.88074,43497480
Tc,In,W,Tl,0.0,0.0,152.22911000000002,43497481
Tc,In,W,Pb,0.0,0.0,135.48096,43497482
Tc,In,W,Bi,0.0,0.0,127.06144,43497483
Tc,In,Re,Os,0.0,0.0,99.32969,43497576
Tc,In,Re,Ir,0.0,0.0,107.42417,43497577
Tc,In,Re,Pt,0.0,0.0,126.42318,43497578
Tc,In,Re,Au,0.0,0.0,152.64643999999998,43497579
Tc,In,Re,Hg,0.0,0.0,165.99793,43497580
Tc,In,Re,Tl,0.0,0.0,143.04974,43497581
Tc,In,Re,Pb,0.0,0.0,129.67213999999998,43497582
Tc,In,Re,Bi,0.0,0.0,123.15633,43497583
Tc,In,Os,Ir,0.0,0.0,98.14242,43497677
Tc,In,Os,Pt,0.0,0.0,114.74798,43497678
Tc,In,Os,Au,0.0,0.0,141.53191,43497679
Tc,In,Os,Hg,0.0,0.0,155.05208000000002,43497680
Tc,In,Os,Tl,0.0,0.0,133.91291,43497681
Tc,In,Os,Pb,0.0,0.0,122.91772,43497682
Tc,In,Os,Bi,0.0,0.0,117.75061,43497683
Tc,In,Ir,Pt,0.0,0.0,106.73758,43497778
Tc,In,Ir,Au,0.0,0.0,133.32258000000002,43497779
Tc,In,Ir,Hg,0.0,0.0,147.34163999999998,43497780
Tc,In,Ir,Tl,0.0,0.0,132.18648000000002,43497781
Tc,In,Ir,Pb,0.0,0.0,122.89168,43497782
Tc,In,Ir,Bi,0.0,0.0,116.13249,43497783
Tc,In,Pt,Au,0.0,0.0,142.54018,43497879
Tc,In,Pt,Hg,0.0,0.0,155.96016,43497880
Tc,In,Pt,Tl,0.0,0.0,143.56028,43497881
Tc,In,Pt,Pb,0.0,0.0,131.2825,43497882
Tc,In,Pt,Bi,0.0,0.0,125.04213,43497883
Tc,In,Au,Hg,0.0,0.0,161.72148,43497980
Tc,In,Au,Tl,0.0,0.0,143.43126999999998,43497981
Tc,In,Au,Pb,0.0,0.0,132.41451,43497982
Tc,In,Au,Bi,0.51,8.982999999999999,116.77136000000002,43497983
Tc,In,Hg,Tl,0.0,0.0,131.81833999999998,43498081
Tc,In,Hg,Pb,0.0,0.0,123.99748,43498082
Tc,In,Hg,Bi,0.0,0.0,120.46479,43498083
Tc,In,Tl,Pb,0.0,0.0,114.37495,43498182
Tc,In,Tl,Bi,0.0,0.0,111.72015,43498183
Tc,In,Pb,Bi,0.0,0.0,103.69747,43498283
Tc,Sn,Hf,Ta,0.0,0.0,168.6576,43507273
Tc,Sn,Hf,W,0.0,0.0,160.25574,43507274
Tc,Sn,Hf,Re,0.0,0.0,147.64622,43507275
Tc,Sn,Hf,Os,0.0,0.0,136.65628,43507276
Tc,Sn,Hf,Ir,0.0,0.0,134.31349,43507277
Tc,Sn,Hf,Pt,0.0,0.0,145.63144,43507278
Tc,Sn,Hf,Au,0.0,0.0,157.30693,43507279
Tc,Sn,Hf,Hg,0.0,0.0,155.03271999999998,43507280
Tc,Sn,Hf,Tl,0.0,0.0,140.59523000000002,43507281
Tc,Sn,Hf,Pb,0.0,0.0,128.70384,43507282
Tc,Sn,Hf,Bi,0.0001,0.0,120.85806,43507283
Tc,Sn,Ta,W,0.0,0.0,142.33302,43507374
Tc,Sn,Ta,Re,0.0,0.0,126.89955,43507375
Tc,Sn,Ta,Os,0.0,0.0,118.48927,43507376
Tc,Sn,Ta,Ir,0.0,0.0,120.60737,43507377
Tc,Sn,Ta,Pt,0.0,0.0,136.33514,43507378
Tc,Sn,Ta,Au,0.0,0.0,152.40031000000002,43507379
Tc,Sn,Ta,Hg,0.0,0.0,153.19047,43507380
Tc,Sn,Ta,Tl,0.0,0.0,135.60898999999998,43507381
Tc,Sn,Ta,Pb,0.0,0.0,124.75381000000002,43507382
Tc,Sn,Ta,Bi,0.0,0.0,114.92837,43507383
Tc,Sn,W,Re,0.0,0.0,106.30159,43507475
Tc,Sn,W,Os,0.0,0.0,101.68723,43507476
Tc,Sn,W,Ir,0.0,0.0,108.66372,43507477
Tc,Sn,W,Pt,0.0,0.0,127.28381,43507478
Tc,Sn,W,Au,0.0,0.0,144.97342,43507479
Tc,Sn,W,Hg,0.0,0.0,145.50081,43507480
Tc,Sn,W,Tl,0.0,0.0,127.69916,43507481
Tc,Sn,W,Pb,0.0,0.0,117.75584,43507482
Tc,Sn,W,Bi,0.0,0.0,109.61762,43507483
Tc,Sn,Re,Os,0.0,0.0,89.43046,43507576
Tc,Sn,Re,Ir,0.0,0.0,97.51832,43507577
Tc,Sn,Re,Pt,0.0,0.0,115.98458,43507578
Tc,Sn,Re,Au,0.0,0.0,135.11267,43507579
Tc,Sn,Re,Hg,0.0,0.0,136.83532,43507580
Tc,Sn,Re,Tl,0.0,0.0,120.5984,43507581
Tc,Sn,Re,Pb,0.0,0.0,111.44201,43507582
Tc,Sn,Re,Bi,0.0001,0.0,105.83235,43507583
Tc,Sn,Os,Ir,0.0,0.0,88.37441,43507677
Tc,Sn,Os,Pt,0.0,0.0,105.2478,43507678
Tc,Sn,Os,Au,0.0,0.0,125.33856000000002,43507679
Tc,Sn,Os,Hg,0.0,0.0,127.78739,43507680
Tc,Sn,Os,Tl,0.0,0.0,115.06341,43507681
Tc,Sn,Os,Pb,0.0,0.0,108.53178,43507682
Tc,Sn,Os,Bi,0.3488,2.2,101.93037,43507683
Tc,Sn,Ir,Pt,0.0,0.0,101.23269,43507778
Tc,Sn,Ir,Au,0.0,0.0,122.24297,43507779
Tc,Sn,Ir,Hg,0.0,0.0,126.19437,43507780
Tc,Sn,Ir,Tl,0.0001,0.0,116.26105,43507781
Tc,Sn,Ir,Pb,0.0001,0.0,109.47989,43507782
Tc,Sn,Ir,Bi,0.0,0.0,102.55639,43507783
Tc,Sn,Pt,Au,0.0,0.0,133.96636,43507879
Tc,Sn,Pt,Hg,0.0,0.0,135.72053,43507880
Tc,Sn,Pt,Tl,0.0,0.0,125.07098,43507881
Tc,Sn,Pt,Pb,0.0,0.0,117.90147,43507882
Tc,Sn,Pt,Bi,0.0,0.0,110.93912,43507883
Tc,Sn,Au,Hg,0.0,0.0,139.63396,43507980
Tc,Sn,Au,Tl,0.0,0.0,126.2004,43507981
Tc,Sn,Au,Pb,0.0,0.0,118.48893,43507982
Tc,Sn,Au,Bi,0.5206,19.588,105.0722,43507983
Tc,Sn,Hg,Tl,0.0,0.0,119.17597,43508081
Tc,Sn,Hg,Pb,0.4772,47.942,101.79138,43508082
Tc,Sn,Hg,Bi,0.0,0.0,108.00493,43508083
Tc,Sn,Tl,Pb,0.0,0.0,104.71963,43508182
Tc,Sn,Tl,Bi,0.0,0.0,101.95038,43508183
Tc,Sn,Pb,Bi,0.0,0.0,92.67514,43508283
Tc,Hf,Ta,W,0.0,0.0,30.79636,43727374
Tc,Hf,Ta,Re,0.0,0.0,36.48645,43727375
Tc,Hf,Ta,Os,0.0,0.0,57.23707,43727376
Tc,Hf,Ta,Ir,0.0,0.0,84.14934000000001,43727377
Tc,Hf,Ta,Pt,0.0,0.0,93.94955,43727378
